id,finding_aid_link,title,type,number,group,digital_collection,category,subject,description
spec00526,https://search.lib.uidaho.edu/UID:CP71175168780001451,"William Whiteman, Letter, May 15, 1864.",MG,5046,MG 5046,,,,
spec00527,https://search.lib.uidaho.edu/UID:CP71177388950001451,"Walter A., Graydon, Letters, Mar. 30, 1965-May 22, 1967.",MG,5047,MG 5047,,,,
spec00528,https://search.lib.uidaho.edu/UID:CP71177370750001451,"Lee F. (Lee Franklin) Zimmerman, Papers, 1928-1956.",MG,5048,MG 5048,,,,
spec00529,https://search.lib.uidaho.edu/UID:CP71175169680001451,"William Peters Reeves, Letter : Kenyon College, Gambier, Ohio, to James Wilson Bright, Mar. 18, 1916.",MG,5049,MG 5049,,,,
spec00530,https://search.lib.uidaho.edu/UID:CP71101475080001451,"Edmond S. Meany, (Edmond Stephen), Letter : Seattle, to U.A.H. Greene, Fine Arts Bindery, Chicago, Apr. 11, 1911.",MG,5050,MG 5050,,,,
spec00531,https://search.lib.uidaho.edu/UID:CP71175169370001451,"Thomas Ray, Hamer, Letter, to W.H. Witty, Mar. 12, 1910.",MG,5051,MG 5051,,,,
spec00532,https://search.lib.uidaho.edu/UID:CP71175153610001451,"Duncan Mills, Letter, May 12, 1916.",MG,5052,MG 5052,,,,
spec00533,https://search.lib.uidaho.edu/UID:CP71113886100001451,Benjamin E. Bush. Papers 1899-1931,MG,5053,MG 5053,,,,
spec00534,https://search.lib.uidaho.edu/UID:CP71175154380001451,"H. C. Smith, Letter : Danville, Miss., to Eliza Atherton, Elmwood, Ill., June 11, 1862.",MG,5054,MG 5054,,,,
spec00535,https://search.lib.uidaho.edu/UID:CP71107953410001451,"T. M. Marshall, Letter : Moscow, Idaho, to Charles Elliott, Alameda, Calif., Mar. 18, 1917.",MG,5055,MG 5055,,,,
spec00536,https://search.lib.uidaho.edu/UID:CP71113886610001451,"William C. Moore, Papers, 1953.",MG,5056,MG 5056,,,,
spec00537,https://search.lib.uidaho.edu/UID:CP71113895490001451,"Paul Rochat, Papers, 1889-1908.",MG,5057,MG 5057,,,,
spec00538,https://search.lib.uidaho.edu/UID:CP7194440860001451,George Chant. Indenture,MG,5058,MG 5058,,,,
spec00539,https://search.lib.uidaho.edu/UID:CP71113893530001451,"George M. Shearer, Papers, 1875-1879.",MG,5059,MG 5059,,,,
spec00540,https://search.lib.uidaho.edu/UID:CP71107952090001451,"Washington Territory Governor (1861-1862 : Turney), Letter : Olympia, Wash., to Richard S. Fisher, Jan. 6, 1862.",MG,5060,MG 5060,,,,
spec00541,https://search.lib.uidaho.edu/UID:CP71113892060001451,"William., Kiele, Letters, Kooskia, Idaho, to Eugene Hart, Nov. 6, 1933-Oct. 14, 1936.",MG,5061,MG 5061,,,,
spec00542,https://search.lib.uidaho.edu/UID:CP71107932280001451,"Ilo (Idaho). Business Men's League., Subscription list, Dec. 7, 1909.",MG,5062,MG 5062,,,,
spec00543,https://search.lib.uidaho.edu/UID:CP71113890560001451,"Robert C. Strom, Deeds, 1898-1953.",MG,5063,MG 5063,,,,
spec00544,https://search.lib.uidaho.edu/UID:CP71135045610001451,"Prairie Register (Firm : Ilo, Idaho), Records, 1907-1909.",MG,5064,MG 5064,,,,
spec00545,https://search.lib.uidaho.edu/UID:CP71115100540001451,"Idaho Territory. Governor (1866-1870 : Ballard), Letter, Boise City, Idaho Territory, to Ulysses S. Grant, Apr. 18, 1870.",MG,5065,MG 5065,,,,
spec00546,https://search.lib.uidaho.edu/UID:CP71139860570001451,"United States, Bureau of Indian Affairs, Lapwai Agency., Letters, 1864-1909.",MG,5066,MG 5066,,,,
spec00547,https://search.lib.uidaho.edu/UID:CP71139861830001451,"Almon Asbury Lieuallen , Papers, 1883-1884.",MG,5067,MG 5067,,,,
spec00548,https://search.lib.uidaho.edu/UID:CP71139862220001451,"First Congregational Church of Westlake (Westlake, Idaho), Records, 1904-1915",MG,5068,MG 5068,,,,
spec00549,https://search.lib.uidaho.edu/UID:CP71139865460001451,"John B. West, Papers, Mar. 12, 1896 - Dec. 28, 1896.",MG,5069,MG 5069,,,,
spec00550,https://search.lib.uidaho.edu/UID:CP71107949730001451,"Clarice Moody, Sampson Constitutional government In the time of Elizabeth I and Elizabeth II, term paper, 1952",MG,5070,MG 5070,,,,
spec00551,https://search.lib.uidaho.edu/UID:CP71139864710001451,"Evan Evans. Correspondence, 1931-1956",MG,5071,MG 5071,,,,
spec00552,https://search.lib.uidaho.edu/UID:CP71139842610001451,"Ann Wheelock, Papers, 1978.",MG,5072,MG 5072,,,,
spec00553,https://search.lib.uidaho.edu/UID:CP71107936300001451,"Roger Root, Short analysis of Senator Henry Jackson's campaign in the 1976 New York primary, 1976.",MG,5073,MG 5073,,,,
spec00554,https://search.lib.uidaho.edu/UID:CP71139846350001451,"William S. Miller, Correspondence, May 31 - Nov. 20, 1898.",MG,5074,MG 5074,,,,
spec00555,https://search.lib.uidaho.edu/UID:CP71103839910001451,"Bunker Hill and Sullivan Mining and Concentrating Company. Affidavits, Mar. 31-Apr. 1, 1905.",MG,5075,MG 5075,,,,
spec00556,https://search.lib.uidaho.edu/UID:CP71124413600001451,"Walter Scott, Letter, November 5, 1811",MG,5076,MG 5076,,,,
spec00557,https://search.lib.uidaho.edu/permalink/f/m1uotc/CP71208097510001451,"University of Idaho Athletic Association, Agreement, 1898",MG,5077,MG 5077,,,,
spec00558,https://search.lib.uidaho.edu/UID:CP71103837720001451,"Seminarium Botanicum. University of Idaho Chapter, Records, 1958-1963.",MG,5078,MG 5078,,,,
spec00559,https://search.lib.uidaho.edu/UID:CP71107932470001451,"Idaho Agricultural Experiment Station., Value of agricultural research in Idaho, Scrapbook, 1962.",MG,5079,MG 5079,,,,
spec00560,https://search.lib.uidaho.edu/UID:CP71103848370001451,"David Cochran. Correspondence, 1976",MG,5080,MG 5080,,,,
spec00561,https://search.lib.uidaho.edu/UID:CP71103855950001451,"James Harvey Forney. Letters, 1875-1881",MG,5081,MG 5081,,,,
spec00562,https://search.lib.uidaho.edu/UID:CP71107914640001451,"John Mullan, Letter, Washington, D.C., to Henry R. Kohlhauff, Aug. 19, 1886.",MG,5082,MG 5082,,,,
spec00563,https://search.lib.uidaho.edu/UID:CP71103846510001451,"University Club (Moscow, Idaho), Guest book and memoir, 1922-1983.",MG,5083,MG 5083,,,clubs and organizations;moscow,
spec00564,https://search.lib.uidaho.edu/UID:CP71155920070001451,"John Hugh McCallie, Land patent papers, 1882-1891.",MG,5084,MG 5084,,,,
spec00565,https://search.lib.uidaho.edu/UID:CP71113895550001451,"Margaret Bryan McCallie Moore, Entrance examination papers, 1892-1898.",MG,5085,MG 5085,,,,
spec00566,https://search.lib.uidaho.edu/UID:CP71113725500001451,"Edward Robert Chisman. Letter to Sergeant Boyd, 1898",MG,5086,MG 5086,,,,
spec00567,https://search.lib.uidaho.edu/UID:CP71113722710001451,"Collier H . Buffington. Letter to Ray Johnson Aug. 12, 1914",MG,5087,MG 5087,,,,
spec00568,https://search.lib.uidaho.edu/UID:CP71113737890001451,"Effie, Letter, Bedford, England, to Pecky, Nov. 2, 1914",MG,5088,MG 5088,,,,
spec00569,https://search.lib.uidaho.edu/UID:CP71155926170001451,"Arthur Sylvester Howe, Papers, Mar. 2, 1930 - Mar. 2, 1932.",MG,5089,MG 5089,,,,
spec00570,https://search.lib.uidaho.edu/UID:CP71113737510001451,"John Kirk Townsend, Manuscript, Apr. 11, 1836.",MG,5090,MG 5090,,,,
spec00571,https://search.lib.uidaho.edu/UID:CP71139839920001451,"Frank F. Fraser. Letter to John Sekulic, Mullan, Idaho, Jan. 12, 1944",MG,5091,MG 5091,,,,
spec00572,https://search.lib.uidaho.edu/UID:CP71155927060001451,"Bunker Chance Mining Company. Papers, 1931-1937",MG,5092,MG 5092,,,,
spec00573,https://search.lib.uidaho.edu/UID:CP71155959490001451,"David Memorial Carillon Papers, 1964",MG,5093,MG 5093,,,,
spec00574,https://search.lib.uidaho.edu/UID:CP71113332460001451,Stanley F. Bjorklund. Merle Richard Craner : Exponent and Proponent of Change,MG,5094,MG 5094,,,,
spec00575,https://search.lib.uidaho.edu/UID:CP71155958920001451,"John O. Levinson, Letters, Chicago, Ill., to Mary Louise Perrine, Moscow, Idaho, Nov. 22 - Dec. 15, 1972.",MG,5095,MG 5095,,,,
spec00576,https://search.lib.uidaho.edu/UID:CP71105115980001451,Ludwig S. Gerlough,MG,5096,MG 5096,,,,
spec00577,https://search.lib.uidaho.edu/UID:CP71105111330001451,Clarence Brown. Bum's Second Thought,MG,5097,MG 5097,,,,
spec00578,https://search.lib.uidaho.edu/UID:CP71155958560001451,"Myra I. Moody, Papers, 1903-1913.",MG,5098,MG 5098,,,,
spec00579,https://search.lib.uidaho.edu/UID:CP71141915050001451,"Idaho Agricultural Experiment Station (Parma, Idaho), Subscription list",MG,5099,MG 5099,,,,
spec00580,https://search.lib.uidaho.edu/UID:CP71116319240001451,"University of Idaho Filipino Boys Club Program, May 10, 1936.",MG,5100,MG 5100,,university,clubs and organizations,
spec00581,https://search.lib.uidaho.edu/UID:CP71139867650001451,"Edward Taylor, Letter, Angeles, Luzon, Philippines, to Wylie A. Lauder, Moscow, Idaho, Oct. 22, 1899.",MG,5101,MG 5101,,,,
spec00582,https://search.lib.uidaho.edu/UID:CP7194441170001451,"Mason A. Cornwall. Stock certificate of the Latah County Agricultural Fair Association, 1888",MG,5102,MG 5102,,,,
spec00583,https://search.lib.uidaho.edu/UID:CP71139841230001451,"Hardit Singh Dhillon. Letter to Warren Olson, 1976",MG,5103,MG 5103,,,,
spec00584,https://search.lib.uidaho.edu/UID:CP71112197500001451,"Idaho. Governor (1977 - : Evans), Proclamation, Sept. 25, 1981.",MG,5104,MG 5104,,,,
spec00585,https://search.lib.uidaho.edu/UID:CP71155941870001451,"Loyal P. Brown. Speeches, June 13, 1888-June 13, 1889",MG,5105,MG 5105,,,,
spec00586,https://search.lib.uidaho.edu/UID:CP71139840410001451,"Religious Emphasis Week : Profile : Scrapbook, University of Idaho, Moscow, Idaho, Feb. 26 - Mar. 4, 1950.",MG,5106,MG 5106,,,,
spec00587,https://search.lib.uidaho.edu/UID:CP71158342120001451,"Pettyjohn Symposium (1980 : Pullman, Wash.), Changing historiography for the Pacific Northwest, 1980.",MG,5107,MG 5107,,,,
spec00588,https://search.lib.uidaho.edu/UID:CP71158342120001451,John Henderson Dills. My Work Among The Nez Perce Indians,MG,5108,MG 5108,,,,
spec00589,https://search.lib.uidaho.edu/UID:CP71155953440001451,"Arthur Lakes, Reports, Mar. 14, 1945 - Mar. 20, 1948.",MG,5109,MG 5109,,,,
spec00590,https://search.lib.uidaho.edu/UID:CP71158341850001451,Georgette Amos. Moscow Then And Now: Mostly Then,MG,5110,MG 5110,,,,
spec00591,https://search.lib.uidaho.edu/UID:CP71148985390001451,"Debra M., Hoffman, History of the South Thorn Creek School, 1875-1936, Apr. 30, 1984",MG,5111,MG 5111,,,,
spec00592,https://search.lib.uidaho.edu/UID:CP71148986130001451,"Dennis., Kimberling, History of Paradise Ridge before 1960.",MG,5112,MG 5112,,,,
spec00593,https://search.lib.uidaho.edu/UID:CP71148982880001451,"Judy Smith, Feminism and environmentalism: creating an appropriate future, Oct. 6, 1979.",MG,5113,MG 5113,,,,
spec00594,https://search.lib.uidaho.edu/UID:CP71141881700001451,"William M. Neill, Geology of the southeastern Owyhee mountains and environs, Owyhee County, Idaho, June 1975.",MG,5114,MG 5114,,,,
spec00595,https://search.lib.uidaho.edu/UID:CP71141905540001451,Alice C. (Alice Cunningham) Fletcher. Ethnologic gleanings among the Nez Perces,MG,5115,MG 5115,,,,
spec00596,https://search.lib.uidaho.edu/UID:CP71101256210001451,"Wayne Oliver Mackenzie, To live in such a time, 1983-1989.",MG,5116,MG 5116,,,,
spec00597,https://search.lib.uidaho.edu/UID:CP71137534090001451,"Eugene. Giles, Mother India's Legacy, 1983.",MG,5117,MG 5117,,,,
spec00598,https://search.lib.uidaho.edu/UID:CP71137538550001451,"Howard C. Sarvis, Army and the University 1918, 1984.",MG,5118,MG 5118,,,,
spec00599,https://search.lib.uidaho.edu/UID:CP71137522580001451,"H. (Henry), Lueg, Diary of a journey by ox-team from St. Cloud, Minnesota to Portland, Oregon (1867), June 27-Dec. 1, 1868",MG,5119,MG 5119,,,,
spec00600,https://search.lib.uidaho.edu/UID:CP71179076250001451,"Fanny B., Greene Papers, 1936.",MG,5120,MG 5120,,,,
spec00601,https://search.lib.uidaho.edu/UID:CP71137549840001451,"Eula Greene Miller, Manuscript",MG,5121,MG 5121,,,,
spec00602,https://search.lib.uidaho.edu/UID:CP71179075520001451,"Latah County Pioneer Association, Records, 1938-1952.",MG,5122,MG 5122,,,,
spec00603,https://search.lib.uidaho.edu/UID:CP71179075740001451,"Latah County Pioneer Association., Scrapbook, 1945-1952.",MG,5123,MG 5123,,,,
spec00604,https://search.lib.uidaho.edu/UID:CP71131863880001451,"Malcolm M. Furniss. Occurrance of the geometrid, Anacamptodes clivinaria guenee, on curlleaf mountain mahogany in Owyhee County, Idaho, Sept. 14, 1964",MG,5124,MG 5124,,,,
spec00605,https://search.lib.uidaho.edu/UID:CP71150547520001451,"William Edgar Borah. Correspondence, Feb. 21, 1922-June 19, 1939",MG,5125,MG 5125,,,,
spec00606,https://search.lib.uidaho.edu/UID:CP71113893710001451,"Ruth Kirkpatrick Stone, Letters, 1928-1946.",MG,5126,MG 5126,,,,
spec00607,https://search.lib.uidaho.edu/UID:CP71150548010001451,"Worthwhile Club (Council, Idaho), Records, 1955-1966.",MG,5127,MG 5127,,,clubs and organizations,
spec00608,https://search.lib.uidaho.edu/UID:CP71150544480001451,"William Edgar Borah. Letters, to Doremus Scudder, Boston, Mass., Mar. 18, 1921-June 22, 1922",MG,5128,MG 5128,,,,
spec00609,https://search.lib.uidaho.edu/UID:CP71124412910001451,"Light on the Mountains Pageant (University of Idaho), Scrapbook, 1939.",MG,5129,MG 5129,,university,scrapbooks,
spec00610,https://search.lib.uidaho.edu/UID:CP71131862340001451,"William E. Welsh, Report on canal deliveries from Boise River and different features affecting these deliveries for the irrigation season of 1928, 1929.",MG,5130,MG 5130,,,water,
spec00611,https://search.lib.uidaho.edu/UID:CP71150543500001451,Ralph M. Audrieth. Papers 1924-1983,MG,5131,MG 5131,,university , ,
spec00612,https://search.lib.uidaho.edu/UID:CP71131870850001451,"Carla Rotert, University of Idaho during the World War II Years, May 1, 1968.",MG,5132,MG 5132,,university,military,
spec00613,https://archiveswest.orbiscascade.org/ark:/80444/xv21411/,"Roscoe Ellsworth Young, Diary, 1899.",MG,5133,MG 5133,,mining,,
spec00614,https://search.lib.uidaho.edu/UID:CP71150543340001451,"Francis Newland, Diary and papers, 1822-1829.",MG,5134,MG 5134,,,religion,
spec00615,https://search.lib.uidaho.edu/UID:CP71150550370001451,"St. Joseph's Mission (Slickpoo, Idaho), Records, 1867 -1964",MG,5135,MG 5135,,,religion;indigenous,
spec00616,https://search.lib.uidaho.edu/UID:CP71179051970001451,"Idaho State Federation of Women's Clubs North Central District, Records, 1945-1952.",MG,5136,MG 5136,,,women;clubs and organizations,
spec00617,https://search.lib.uidaho.edu/UID:CP71131850140001451,"C.Y.Garber, just reminiscing, Jan. 20, 1965",MG,5137,MG 5137,,,environmental,
spec00618,https://search.lib.uidaho.edu/UID:CP71141913700001451,"Julie G. Russell Load-duration study for bolted connections in wood, May 1976.",MG,5138,MG 5138,,,lumber,
spec00619,https://search.lib.uidaho.edu/UID:CP71130405300001451,"Lewis Seward Prater, Prospecting for uranium and other radioactive ores, June 1950.",MG,5139,MG 5139,,mining,,
spec00620,https://search.lib.uidaho.edu/UID:CP71131838320001451,"George F. Edmunds. Cold damage to ponderosa pine in Spokane County, Washington 1971",MG,5140,MG 5140,,forestry,,
spec00621,https://search.lib.uidaho.edu/UID:CP71141917080001451,"Ross Lenoard, Future of hunting and fishing in the upper Snake River Valley",MG,5141,MG 5141,,,,
spec00622,https://search.lib.uidaho.edu/UID:CP71119029350001451,"John J. Costello. Letter to Jerome J. Day, 1924",MG,5142,MG 5142,,,religion,
spec00623,https://search.lib.uidaho.edu/UID:CP71119027740001451,"Blaine Stubblefield, History of the University of Idaho, 1889-1924, May 22, 1924.",MG,5143,MG 5143,,university,,
spec00624,https://search.lib.uidaho.edu/UID:CP71119017750001451,Bible. Nez Perce.,MG,5144,MG 5144,,,religion;indigenous,
spec00625,https://search.lib.uidaho.edu/UID:CP7198367600001451,"Robert Douglas., Hook, University of Idaho Library, a history, 1986.",MG,5145,MG 5145,,university,,
spec00626,https://search.lib.uidaho.edu/UID:CP7198340070001451,"Pedro N. Ospina, Load-duration study for bolted connections in wood, presented in partial satisfaction of the requirement for the degree of Master of Engineering, Sept. 1974.",MG,5146,MG 5146,,,lumber,
spec00627,https://search.lib.uidaho.edu/UID:CP7198340260001451,Mark H. Bowen. Load-duration study for bolted connections in wood,MG,5147,MG 5147,,,lumber,
spec00628,https://search.lib.uidaho.edu/UID:CP71179053540001451,"Summit Flat Mining District No. 2 (Idaho), Records, 1870-1888.",MG,5148,MG 5148,,mining,,
spec00629,https://search.lib.uidaho.edu/UID:CP71138703850001451,"Women's I Club (Moscow, Idaho), Minutes of meetings, Sept. 22, 1947-May 4, 1948.",MG,5149,MG 5149,,university,clubs and organizations,
spec00630,https://search.lib.uidaho.edu/UID:CP71115118210001451,"Harry Wheeler, War-lance",MG,5150,MG 5150,,,indigenous,
spec00631,https://search.lib.uidaho.edu/UID:CP7198342120001451,"Russell W., Heughins Gospel-hump Wilderness, Nov. 18, 1982.",MG,5151,MG 5151,,,environmental,
spec00632,https://search.lib.uidaho.edu/UID:CP71143972450001451,"Cathy Colton. Wheat farming, Tammany, Nez Perce County, 1926-1984",MG,5152,MG 5152,,,agriculture,
spec00633,https://search.lib.uidaho.edu/UID:CP71143968550001451,"Arthur W. Stevens, Study of the lumbering methods of the Potlatch Lumber Company, Dec. 17-23, 1911.",MG,5153,MG 5153,,forestry,,
spec00634,https://search.lib.uidaho.edu/UID:CP71143961580001451,"Merle W. Wells, Miner's unions in British Columbia and Idaho, 1899-1902, 1984.",MG,5154,MG 5154,,mining,,
spec00635,https://search.lib.uidaho.edu/UID:CP71143962880001451,"Steve Mitchell, Homestake's Bulldog Mountain carbon-in-pulp silver plant, 1980",MG,5155,MG 5155,,mining,,
spec00636,https://search.lib.uidaho.edu/UID:CP71170321910001451,"Eugene. Giles, Guidance mavericks through eclecticism, 1983.",MG,5157,MG 5157,,,,
spec00637,https://search.lib.uidaho.edu/UID:CP71170326440001451,"Edward C. Moore, (Edward Curtis), Philosophy of public higher education in the United States",MG,5158,MG 5158,,,,
spec00638,https://search.lib.uidaho.edu/UID:CP71138702530001451,"Margaret Bryan McCallie Moore, Papers, 1877-1972.",MG,5159,MG 5159,,university,moscow,
spec00639,https://search.lib.uidaho.edu/UID:CP71135168030001451,"John D. Mutch, Boise's victory pennies, May 1, 1968.",MG,5160,MG 5160,,university , ,
spec00640,https://search.lib.uidaho.edu/UID:CP71135154530001451,"Kris Long, History of Emmanuel Lutheran Church, Palouse Empire History, Period V",MG,5161,MG 5161,,,religion,
spec00641,https://search.lib.uidaho.edu/UID:CP71138701430001451,"Custer County (Idaho). Council of Defense. Challis District., Minutes, 1918",MG,5162,MG 5162,,,clubs and organizations,
spec00642,https://search.lib.uidaho.edu/UID:CP71174851360001451,"Bernard C. Borning. Nigeria's path : the first decade and after, University of Ife, Nigeria",MG,5163,MG 5163,,,government,
spec00643,https://search.lib.uidaho.edu/UID:CP71138701520001451,"Sven S. Liljebald, (Sven Samuel), Correspondence, 1961-1968.",MG,5164,MG 5164,,,indigenous,
